Date,Open,High,Low,Close,Volume,MA20,Diff_Close_MA20
2026-02-04,406.010009765625,423.8999938964844,399.17999267578125,420.4599914550781,74606900,434.5855010986328,-14.125509643554665
2026-02-05,397.2099914550781,402.1000061035156,387.5299987792969,397.0199890136719,72819800,432.64150085449216,-35.62151184082029
2026-02-06,411.1099853515625,414.54998779296875,397.75,400.8699951171875,62677100,431.2904998779297,-30.420504760742176
2026-02-09,417.32000732421875,421.25,407.2900085449219,409.9100036621094,54484300,429.9884994506836,-20.07849578857423
2026-02-10,425.2099914550781,427.25,417.0,418.0799865722656,64450200,428.8309982299805,-10.751011657714855
2026-02-11,428.2699890136719,436.3500061035156,420.0299987792969,427.9599914550781,57362000,427.7189971923828,0.24099426269532387
2026-02-12,417.07000732421875,436.2300109863281,414.0,430.29998779296875,61933400,427.09349670410154,3.2064910888672102
2026-02-13,417.44000244140625,424.05999755859375,410.8800048828125,414.30999755859375,51434100,425.75249633789065,-11.442498779296898
2026-02-17,410.6300048828125,413.7200012207031,400.510009765625,412.3599853515625,59678800,424.39549560546874,-12.035510253906239
2026-02-18,411.32000732421875,416.8999938964844,409.5799865722656,411.1099853515625,45921400,423.4829956054688,-12.373010253906273
2026-02-19,411.7099914550781,415.25,404.1099853515625,407.25,51019600,422.76249542236326,-15.512495422363259
2026-02-20,411.82000732421875,414.70001220703125,405.5,408.29998779296875,57912200,421.41949462890625,-13.1195068359375
2026-02-23,399.8299865722656,407.70001220703125,394.0400085449219,407.2900085449219,69680000,419.4124954223633,-12.122486877441418
2026-02-24,409.3800048828125,410.82000732421875,397.6400146484375,399.5,58579500,417.13749542236326,-17.63749542236326
2026-02-25,417.3999938964844,420.3399963378906,412.1499938964844,412.1499938964844,54809700,415.874494934082,-3.7245010375976335
2026-02-26,408.5799865722656,416.80999755859375,403.6600036621094,414.4200134277344,53602500,414.99999542236327,-0.5799819946288949
2026-02-27,402.510009765625,407.1199951171875,398.1099853515625,402.94000244140625,56890100,413.25699615478516,-10.316993713378906
2026-03-02,403.32000732421875,404.5400085449219,388.25,390.6000061035156,55088300,411.51949615478514,-20.91949005126952
2026-03-03,392.42999267578125,396.3399963378906,385.3900146484375,395.0899963378906,62617300,410.2094955444336,-15.119499206542969
2026-03-04,405.94000244140625,408.3299865722656,394.5799865722656,397.8500061035156,68305500,408.8884963989258,-11.038490295410156
2026-03-05,405.54998779296875,408.6199951171875,399.4200134277344,401.57000732421875,51925900,407.9439971923828,-6.373989868164074
2026-03-06,396.7300109863281,402.3500061035156,394.2099914550781,398.0899963378906,64054600,407.99749755859375,-9.907501220703125
2026-03-09,398.67999267578125,401.5899963378906,381.3999938964844,390.04998779296875,67018900,407.4564971923828,-17.406509399414062
2026-03-10,399.239990234375,406.5899963378906,398.19000244140625,402.2200012207031,59258700,407.0719970703125,-4.851995849609352
2026-03-11,407.82000732421875,416.3800048828125,402.1499938964844,402.2799987792969,62559900,406.28199768066406,-4.0019989013671875
2026-03-12,395.010009765625,406.5,394.6499938964844,405.17999267578125,60973800,405.1429977416992,0.03699493408203125
2026-03-13,391.20001220703125,400.20001220703125,389.95001220703125,399.1700134277344,58504100,403.5864990234375,-4.416485595703136
2026-03-16,395.55999755859375,403.7300109863281,394.4200134277344,396.2200012207031,58068300,402.68199920654297,-6.461997985839844
2026-03-17,399.2699890136719,400.1199951171875,393.0,395.69000244140625,46890500,401.84850006103517,-6.158497619628918
2026-03-18,392.7799987792969,403.07000732421875,392.30999755859375,399.0,50853100,401.24300079345704,-2.2430007934570426
2026-03-19,380.29998779296875,387.2699890136719,378.7300109863281,387.2699890136719,67078300,400.24400024414064,-12.974011230468761
2026-03-20,367.9599914550781,379.8900146484375,364.4599914550781,379.8500061035156,78628600,398.82150115966795,-18.97149505615232
2026-03-23,380.8500061035156,385.3299865722656,372.7300109863281,373.0899963378906,74606000,397.1115005493164,-24.021504211425793
2026-03-24,383.0299987792969,387.4800109863281,376.30999755859375,376.55999755859375,60004900,395.9645004272461,-19.404502868652344
2026-03-25,385.95001220703125,396.2300109863281,385.010009765625,389.989990234375,55157300,394.85650024414065,-4.866510009765648
2026-03-26,372.1099853515625,384.44000244140625,371.8699951171875,381.6000061035156,55522900,393.2154998779297,-11.615493774414062
2026-03-27,361.8299865722656,369.8599853515625,359.4700012207031,369.69000244140625,62065700,391.55299987792966,-21.862997436523415
2026-03-30,355.2799987792969,367.2900085449219,352.1400146484375,365.8599853515625,67954400,390.31599884033204,-24.456013488769543
2026-03-31,371.75,373.3299865722656,361.0,361.510009765625,75534900,388.6369995117187,-27.126989746093727
2026-04-01,381.260009765625,383.1400146484375,374.0799865722656,378.6300048828125,58683800,387.6759994506836,-9.045994567871105
2026-04-02,360.5899963378906,370.2799987792969,359.0299987792969,364.20001220703125,83031200,385.80749969482423,-21.60748748779298
2026-04-06,352.82000732421875,367.7200012207031,346.6400146484375,362.5899963378906,77697600,384.0324996948242,-21.44250335693357
2026-04-07,346.6499938964844,348.0199890136719,337.239990234375,346.44000244140625,74515400,381.8520004272461,-35.41199798583983
2026-04-08,343.25,364.5,339.6700134277344,363.7900085449219,78838600,379.93050079345704,-16.140492248535168
2026-04-09,345.6199951171875,348.8800048828125,337.25,343.1499938964844,62164000,376.97400054931643,-33.824006652832054
2026-04-10,348.95001220703125,350.3599853515625,342.739990234375,346.2900085449219,51336000,374.0295013427734,-27.73949279785154
2026-04-13,352.4200134277344,356.3500061035156,348.57000732421875,350.07000732421875,53617500,371.57450103759766,-21.504493713378906
2026-04-14,364.20001220703125,367.6300048828125,354.7699890136719,357.6700134277344,59979600,369.6470016479492,-11.976988220214821
2026-04-15,391.95001220703125,394.6499938964844,362.5,366.8299865722656,113810400,368.20400085449216,-1.3740142822265398
2026-04-16,388.8999938964844,394.05999755859375,381.79998779296875,393.80999755859375,63515100,367.9445007324219,25.865496826171864
2026-04-17,400.6199951171875,409.2799987792969,391.6499938964844,395.9200134277344,90388400,368.377001953125,27.543011474609386
