Date,Open,High,Low,Close,Volume,MA20,Diff_Close_MA20
2026-03-27,248.8000030517578,255.49000549316406,248.07000732421875,253.89999389648438,47900000,255.90250091552736,-2.00250701904298
2026-03-30,246.6300048828125,250.8699951171875,245.50999450683594,250.07000732421875,39446200,255.2855010986328,-5.215493774414057
2026-03-31,253.7899932861328,255.47999572753906,247.10000610351562,247.91000366210938,49598100,254.5070007324219,-6.596997070312511
2026-04-01,255.6300048828125,256.17999267578125,253.3300018310547,254.0800018310547,40059400,253.9785011291504,0.1015007019042855
2026-04-02,255.9199981689453,256.1300048828125,250.64999389648438,254.1999969482422,31289400,253.6490005493164,0.5509963989257756
2026-04-06,258.8599853515625,262.1600036621094,256.4599914550781,256.510009765625,29329900,253.54300079345703,2.9670089721679744
2026-04-07,253.5,256.20001220703125,245.6999969482422,256.1600036621094,62148000,253.56650085449218,2.593502807617199
2026-04-08,258.8999938964844,259.75,256.5299987792969,258.45001220703125,41032800,253.60650177001952,4.84351043701173
2026-04-09,260.489990234375,261.1199951171875,256.07000732421875,259.0,28121600,253.502001953125,5.497998046875011
2026-04-10,260.4800109863281,262.19000244140625,259.0199890136719,259.9800109863281,31291500,253.56800231933593,6.412008666992193
2026-04-13,259.20001220703125,260.17999267578125,256.6600036621094,259.7300109863281,36234700,253.7805030822754,5.949507904052723
2026-04-14,258.8299865722656,261.92999267578125,257.19000244140625,259.25,48370700,254.13750305175782,5.112496948242182
2026-04-15,266.42999267578125,266.55999755859375,257.80999755859375,258.1600036621094,49913500,254.39750289916992,3.762500762939453
2026-04-16,263.3999938964844,267.1600036621094,261.2699890136719,266.79998779296875,43323100,255.10600204467772,11.693985748291027
2026-04-17,270.2300109863281,272.29998779296875,266.7200012207031,266.9599914550781,61314800,255.98400192260743,10.975989532470692
